Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,BurnTemperature(degC),severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular,GoldenWindow
675.02,92.48,18.87,37.2,36.8,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
690.02,92.49,18.87,37.2,36.8,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
705.02,92.47,18.87,37.3,36.8,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
720.02,92.44,18.87,37.3,36.8,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
735.02,92.45,18.87,37.3,36.8,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
750.02,92.45,18.87,37.3,36.8,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
765.02,92.41,18.87,37.3,36.8,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
780.02,92.41,18.87,37.3,36.8,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
795.02,92.41,18.87,37.3,36.8,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
810.02,92.39,18.87,37.3,36.8,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
825.02,92.36,18.87,37.3,36.8,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
840.02,92.36,18.87,37.3,36.8,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
855.02,92.36,18.87,37.3,36.8,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
870.02,92.33,18.87,37.3,36.8,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
885.02,92.32,18.87,37.3,36.8,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
900.02,92.32,18.87,37.3,36.9,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
915.02,92.3,18.87,37.3,36.9,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
930.02,92.27,18.87,37.3,36.9,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
945.02,92.27,18.87,37.3,36.9,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
960.02,92.26,18.87,37.4,36.9,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
975.02,92.23,18.87,37.4,36.9,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
990.02,92.21,18.87,37.4,36.9,36.7,36.7,36.7,36.8,37.5,36.9,0,0,0.0,0.893617021,0.0,0.903846154,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1005.02,92.21,18.87,37.4,36.9,36.7,36.7,36.7,36.8,37.5,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1020.02,92.19,18.87,37.4,36.9,36.7,36.7,36.7,36.8,37.5,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1035.02,92.16,18.87,37.4,36.9,36.7,36.7,36.7,36.8,37.5,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1050.02,92.16,18.87,37.4,36.9,36.7,36.8,36.8,36.8,37.5,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1065.02,92.15,18.87,37.4,36.9,36.7,36.8,36.8,36.8,37.5,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1080.02,92.12,18.87,37.4,36.9,36.8,36.8,36.8,36.8,37.5,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1095.02,92.1,18.87,37.4,36.9,36.8,36.8,36.8,36.8,37.5,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1110.02,92.1,18.87,37.4,36.9,36.8,36.8,36.8,36.8,37.5,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1125.02,92.07,18.87,37.4,36.9,36.8,36.8,36.8,36.8,37.5,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1140.02,92.04,18.87,37.4,36.9,36.8,36.8,36.8,36.9,37.5,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1155.02,92.04,18.87,37.4,36.9,36.8,36.8,36.8,36.9,37.5,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1170.02,92.03,18.87,37.4,36.9,36.8,36.8,36.8,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1185.02,91.99,18.87,37.4,36.9,36.8,36.8,36.8,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1200.02,91.96,18.87,37.4,36.9,36.8,36.8,36.8,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1215.02,91.97,18.87,37.4,36.9,36.8,36.8,36.8,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1230.02,91.95,18.87,37.4,36.9,36.8,36.8,36.8,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1245.02,91.91,18.87,37.5,36.9,36.8,36.8,36.8,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1260.02,91.91,18.87,37.5,36.9,36.8,36.8,36.8,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1275.02,91.9,18.87,37.5,36.9,36.8,36.8,36.8,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1290.02,91.86,18.87,37.5,36.9,36.8,36.8,36.8,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1305.02,91.84,18.87,37.5,36.9,36.8,36.8,36.8,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1320.02,91.85,18.87,37.5,36.9,36.8,36.8,36.8,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1335.02,91.87,18.87,37.5,36.9,36.8,36.8,36.8,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1350.02,91.91,18.87,37.5,36.9,36.8,36.8,36.8,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.903846154,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1365.02,91.96,18.75,37.5,36.9,36.8,36.8,36.8,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.884615385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1380.02,92.0,18.75,37.5,36.9,36.8,36.8,36.8,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.884615385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1395.02,91.99,18.63,37.5,36.9,36.8,36.8,36.8,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.884615385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1410.02,91.98,18.63,37.5,36.9,36.8,36.8,36.8,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.884615385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1425.02,91.95,18.63,37.5,36.9,36.8,36.8,36.8,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.884615385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1440.02,91.86,18.63,37.5,36.9,36.8,36.9,36.9,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.884615385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1455.02,91.81,18.63,37.5,36.9,36.9,36.9,36.9,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.884615385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1470.02,91.78,18.63,37.5,36.9,36.9,36.9,36.9,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.884615385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1485.02,91.71,18.63,37.5,36.9,36.9,36.9,36.9,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.884615385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1500.02,91.72,18.63,37.5,36.9,36.9,36.9,36.9,36.9,37.6,37.0,0,0,0.0,0.893617021,0.0,0.884615385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
1515.02,91.76,18.63,37.5,36.9,36.9,36.9,36.9,36.9,37.6,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1530.02,91.76,18.63,37.5,36.9,36.9,36.9,36.9,36.9,37.6,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1545.02,91.8,18.63,37.5,36.9,36.9,36.9,36.9,36.9,37.6,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1560.02,91.82,18.63,37.5,36.9,36.9,36.9,36.9,37.0,37.6,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1575.02,91.8,18.63,37.5,37.0,36.9,36.9,36.9,37.0,37.6,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1590.02,91.81,18.52,37.6,37.0,36.9,36.9,36.9,37.0,37.6,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1605.02,91.77,18.52,37.6,37.0,36.9,36.9,36.9,37.0,37.6,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1620.02,91.73,18.52,37.6,37.0,36.9,36.9,36.9,37.0,37.6,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1635.02,91.71,18.52,37.6,37.0,36.9,36.9,36.9,37.0,37.6,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1650.02,91.64,18.52,37.6,37.0,36.9,36.9,36.9,37.0,37.6,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1665.02,91.58,18.52,37.6,37.0,36.9,36.9,36.9,37.0,37.6,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1680.02,91.54,18.63,37.6,37.0,36.9,36.9,36.9,37.0,37.6,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1695.02,91.5,18.63,37.6,37.0,36.9,36.9,36.9,37.0,37.6,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1710.02,91.49,18.63,37.6,37.0,36.9,36.9,36.9,37.0,37.6,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1725.02,91.52,18.63,37.6,37.0,36.9,36.9,36.9,37.0,37.6,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1740.02,91.53,18.63,37.6,37.0,36.9,36.9,36.9,37.0,37.6,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1755.02,91.58,18.63,37.6,37.0,36.9,36.9,36.9,37.0,37.7,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1770.02,91.61,18.63,37.6,37.0,36.9,36.9,36.9,37.0,37.7,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1785.02,91.61,18.63,37.6,37.0,36.9,36.9,36.9,37.0,37.7,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1800.02,91.63,18.63,37.6,37.0,36.9,36.9,36.9,37.0,37.7,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1815.02,91.65,18.52,37.6,37.0,36.9,36.9,36.9,37.0,37.7,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1830.02,91.61,18.52,37.6,37.0,36.9,37.0,37.0,37.0,37.7,37.1,0,0,0.0,0.893617021,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1845.02,91.6,18.52,37.6,37.0,37.0,37.0,37.0,37.0,37.7,37.1,0,0,0.0,0.872340426,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1860.02,91.58,18.52,37.6,37.0,37.0,37.0,37.0,37.0,37.7,37.1,0,0,0.0,0.872340426,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1875.02,91.54,18.52,37.6,37.0,37.0,37.0,37.0,37.0,37.7,37.1,0,0,0.0,0.872340426,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
1890.02,91.53,18.52,37.6,37.0,37.0,37.0,37.0,37.0,37.7,37.1,0,0,0.0,0.872340426,0.0,0.884615385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open,FALSE
