Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,BurnTemperature(degC),severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
1095.02,54.83,21.28,38.1,37.0,37.0,37.0,37.0,37.1,38.4,37.3,0.0,0.0,0.0,0.7560975609756105,0.0,0.760869565217391,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1110.02,54.83,21.28,38.1,37.0,37.0,37.0,37.0,37.1,38.4,37.3,0.0,0.0,0.0,0.7560975609756105,0.0,0.760869565217391,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1125.02,54.84,21.28,38.1,37.0,37.0,37.0,37.0,37.1,38.4,37.3,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1140.02,54.84,21.13,38.1,37.0,37.0,37.0,37.0,37.1,38.4,37.3,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1155.02,54.83,21.13,38.1,37.0,37.1,37.1,37.1,37.1,38.4,37.3,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1170.02,54.82,21.13,38.1,37.0,37.1,37.1,37.1,37.1,38.4,37.3,0.0,0.0,0.0,0.7317073170731709,0.0,0.7391304347826084,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1185.02,54.8,21.13,38.1,37.0,37.1,37.1,37.1,37.1,38.4,37.3,0.0,0.0,0.0,0.7317073170731709,0.0,0.7391304347826084,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1200.02,54.77,20.98,38.1,37.0,37.1,37.1,37.1,37.1,38.4,37.3,0.0,0.0,0.0,0.7317073170731709,0.0,0.7391304347826084,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1215.02,54.75,20.98,38.1,37.0,37.1,37.1,37.1,37.1,38.4,37.3,0.0,0.0,0.0,0.7317073170731709,0.0,0.7391304347826084,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1230.02,54.71,20.98,38.1,37.0,37.1,37.1,37.1,37.1,38.4,37.3,0.0,0.0,0.0,0.7317073170731709,0.0,0.7391304347826084,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1245.02,54.68,21.13,38.1,37.0,37.1,37.1,37.1,37.1,38.4,37.3,0.0,0.0,0.0,0.7317073170731709,0.0,0.7391304347826084,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1260.02,54.65,21.13,38.2,37.0,37.1,37.1,37.1,37.1,38.4,37.3,0.0,0.0,0.0,0.7317073170731709,0.0,0.7391304347826084,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1275.02,54.64,21.13,38.2,37.0,37.1,37.1,37.1,37.1,38.4,37.3,0.0,0.0,0.0,0.7317073170731709,0.0,0.7391304347826084,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1290.02,54.62,21.13,38.2,37.0,37.1,37.1,37.1,37.1,38.4,37.3,0.0,0.0,0.0,0.7317073170731709,0.0,0.7391304347826084,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1305.02,54.6,21.13,38.2,37.0,37.1,37.1,37.1,37.1,38.4,37.3,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1320.02,54.57,21.13,38.2,37.0,37.1,37.1,37.1,37.1,38.4,37.3,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1335.02,54.55,21.13,38.2,37.0,37.1,37.1,37.1,37.1,38.4,37.3,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1350.02,54.28,21.13,38.2,37.0,37.1,37.1,37.1,37.1,38.4,37.3,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1365.02,54.28,21.28,38.2,37.0,37.1,37.1,37.1,37.1,38.4,37.3,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1380.02,54.27,21.28,38.2,37.0,37.1,37.1,37.1,37.1,38.4,37.4,0.0,0.0,0.0,0.7560975609756105,0.0,0.760869565217391,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1395.02,54.25,21.28,38.2,37.0,37.2,37.2,37.2,37.2,38.4,37.4,0.0,0.0,0.0,0.7560975609756105,0.0,0.760869565217391,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1410.02,54.23,21.28,38.2,37.0,37.2,37.2,37.2,37.2,38.4,37.4,0.0,0.0,0.0,0.7560975609756105,0.0,0.760869565217391,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1425.02,54.23,21.43,38.2,37.0,37.2,37.2,37.2,37.2,38.4,37.4,0.0,0.0,0.0,0.7560975609756105,0.0,0.760869565217391,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1440.02,54.26,21.43,38.2,37.0,37.2,37.2,37.2,37.2,38.4,37.4,0.0,0.0,0.0,0.7560975609756105,0.0,0.760869565217391,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1455.02,54.28,21.28,38.2,37.1,37.2,37.2,37.2,37.2,38.4,37.4,0.0,0.0,0.0,0.7560975609756105,0.0,0.760869565217391,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1470.02,54.29,21.28,38.2,37.1,37.2,37.2,37.2,37.2,38.4,37.4,0.0,0.0,0.0,0.7560975609756105,0.0,0.760869565217391,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1485.02,54.3,21.28,38.3,37.1,37.2,37.2,37.2,37.2,38.4,37.4,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1500.02,54.3,21.13,38.3,37.1,37.2,37.2,37.2,37.2,38.4,37.4,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1515.02,54.3,21.13,38.3,37.1,37.2,37.2,37.2,37.2,38.4,37.4,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1530.02,54.29,21.13,38.3,37.1,37.2,37.2,37.2,37.2,38.4,37.4,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1545.02,54.28,21.13,38.3,37.1,37.2,37.2,37.2,37.2,38.4,37.4,0.0,0.0,0.0,0.7317073170731709,0.0,0.7391304347826084,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1560.02,54.26,21.13,38.3,37.1,37.2,37.2,37.2,37.2,38.5,37.4,0.0,0.0,0.0,0.7317073170731709,0.0,0.7391304347826084,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1575.02,54.25,20.98,38.3,37.1,37.2,37.2,37.2,37.2,38.5,37.4,0.0,0.0,0.0,0.7317073170731709,0.0,0.7391304347826084,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1590.02,54.23,20.98,38.3,37.1,37.2,37.2,37.2,37.2,38.5,37.4,0.0,0.0,0.0,0.7317073170731709,0.0,0.7391304347826084,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1605.02,54.19,20.98,38.3,37.1,37.3,37.2,37.2,37.2,38.5,37.4,0.0,0.0,0.0,0.7317073170731709,0.0,0.7391304347826084,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1620.02,54.16,21.13,38.3,37.1,37.3,37.3,37.3,37.2,38.5,37.4,0.0,0.0,0.0,0.7317073170731709,0.0,0.7391304347826084,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1635.02,54.15,21.13,38.3,37.1,37.3,37.3,37.3,37.3,38.5,37.4,0.0,0.0,0.0,0.7317073170731709,0.0,0.7391304347826084,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1650.02,54.13,21.13,38.3,37.1,37.3,37.3,37.3,37.3,38.5,37.4,0.0,0.0,0.0,0.7317073170731709,0.0,0.7391304347826084,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1665.02,54.12,21.13,38.3,37.1,37.3,37.3,37.3,37.3,38.5,37.4,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1680.02,54.1,21.13,38.3,37.1,37.3,37.3,37.3,37.3,38.5,37.5,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.5,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1695.02,54.08,21.13,38.3,37.1,37.3,37.3,37.3,37.3,38.5,37.5,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.5,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1710.02,54.06,21.13,38.3,37.1,37.3,37.3,37.3,37.3,38.5,37.5,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.5,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1725.02,54.05,21.13,38.3,37.1,37.3,37.3,37.3,37.3,38.5,37.5,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.5,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1740.02,54.03,21.13,38.3,37.1,37.3,37.3,37.3,37.3,38.5,37.5,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.5,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1755.02,54.0,21.28,38.4,37.1,37.3,37.3,37.3,37.3,38.5,37.5,0.0,0.0,0.0,0.7560975609756105,0.0,0.7391304347826084,37.5,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1770.02,53.97,21.28,38.4,37.1,37.3,37.3,37.3,37.3,38.5,37.5,0.0,0.0,0.0,0.7560975609756105,0.0,0.760869565217391,37.5,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1785.02,53.95,21.28,38.4,37.2,37.3,37.3,37.3,37.3,38.5,37.5,0.0,0.0,0.0,0.7560975609756105,0.0,0.760869565217391,37.5,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1800.02,53.93,21.28,38.4,37.2,37.3,37.3,37.3,37.3,38.5,37.5,0.0,0.0,0.0,0.7560975609756105,0.0,0.760869565217391,37.5,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1815.02,53.9,21.43,38.4,37.2,37.3,37.3,37.3,37.3,38.5,37.5,0.0,0.0,0.0,0.7560975609756105,0.0,0.760869565217391,37.5,absent,absent,normal,normal,normal,wound,normal,abnormal,open
