Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,BurnTemperature(degC),severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
885.02,79.76,18.52,37.6,36.8,36.7,36.7,36.7,37.8,36.8,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
900.02,79.75,18.63,37.6,36.8,36.7,36.7,36.7,37.8,36.8,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
915.02,79.77,18.63,37.6,36.8,36.7,36.7,36.7,37.8,36.8,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
930.02,79.82,18.63,37.6,36.8,36.7,36.7,36.7,37.8,36.8,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
945.02,79.86,18.52,37.6,36.8,36.7,36.7,36.7,37.8,36.8,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
960.02,79.87,18.52,37.6,36.8,36.7,36.7,36.7,37.8,36.8,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
975.02,79.91,18.4,37.6,36.8,36.7,36.7,36.7,37.8,36.8,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
990.02,79.89,18.4,37.6,36.8,36.7,36.7,36.7,37.8,36.8,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1005.02,79.88,18.29,37.6,36.8,36.7,36.7,36.7,37.8,36.8,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1020.02,79.84,18.29,37.6,36.8,36.7,36.7,36.7,37.8,36.8,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1035.02,79.78,18.29,37.6,36.9,36.7,36.7,36.7,37.8,36.8,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1050.02,79.75,18.29,37.7,36.9,36.7,36.8,36.8,37.8,36.8,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1065.02,79.69,18.29,37.7,36.9,36.8,36.8,36.8,37.8,36.9,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1080.02,79.68,18.29,37.7,36.9,36.8,36.8,36.8,37.8,36.9,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1095.02,79.63,18.29,37.7,36.9,36.8,36.8,36.8,37.8,36.9,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1110.02,79.6,18.29,37.7,36.9,36.8,36.8,36.8,37.8,36.9,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1125.02,79.58,18.29,37.7,36.9,36.8,36.8,36.8,37.8,36.9,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1140.02,79.54,18.4,37.7,36.9,36.8,36.8,36.8,37.8,36.9,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1155.02,79.54,18.4,37.7,36.9,36.8,36.8,36.8,37.8,36.9,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1170.02,79.51,18.4,37.7,36.9,36.8,36.8,36.8,37.9,36.9,37.0,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1185.02,79.49,18.4,37.7,36.9,36.8,36.8,36.8,37.9,36.9,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1200.02,79.46,18.4,37.7,36.9,36.8,36.8,36.8,37.9,36.9,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1215.02,79.4,18.4,37.7,36.9,36.8,36.8,36.8,37.9,36.9,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1230.02,79.36,18.4,37.7,36.9,36.8,36.8,36.8,37.9,36.9,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1245.02,79.29,18.4,37.7,36.9,36.8,36.8,36.8,37.9,36.9,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1260.02,79.24,18.4,37.7,36.9,36.8,36.8,36.8,37.9,36.9,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1275.02,79.21,18.52,37.7,36.9,36.8,36.8,36.8,37.9,36.9,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1290.02,79.21,18.52,37.7,36.9,36.8,36.8,36.8,37.9,36.9,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1305.02,79.25,18.52,37.8,36.9,36.8,36.9,36.9,37.9,36.9,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1320.02,79.28,18.52,37.8,36.9,36.9,36.9,36.9,37.9,36.9,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1335.02,79.29,18.4,37.8,36.9,36.9,36.9,36.9,37.9,36.9,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1350.02,79.32,18.4,37.8,36.9,36.9,36.9,36.9,37.9,37.0,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1365.02,79.3,18.4,37.8,36.9,36.9,36.9,36.9,37.9,37.0,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1380.02,79.3,18.29,37.8,36.9,36.9,36.9,36.9,37.9,37.0,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1395.02,79.27,18.29,37.8,36.9,36.9,36.9,36.9,37.9,37.0,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1410.02,79.23,18.29,37.8,36.9,36.9,36.9,36.9,37.9,37.0,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1425.02,79.2,18.18,37.8,37.0,36.9,36.9,36.9,37.9,37.0,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1440.02,79.13,18.29,37.8,37.0,36.9,36.9,36.9,37.9,37.0,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1455.02,79.11,18.29,37.8,37.0,36.9,36.9,36.9,37.9,37.0,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1470.02,79.06,18.29,37.8,37.0,36.9,36.9,36.9,37.9,37.0,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1485.02,79.04,18.29,37.8,37.0,36.9,36.9,36.9,37.9,37.0,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1500.02,79.01,18.29,37.8,37.0,36.9,36.9,36.9,37.9,37.0,37.1,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1515.02,78.99,18.29,37.8,37.0,36.9,36.9,36.9,37.9,37.0,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1530.02,78.96,18.29,37.8,37.0,36.9,36.9,36.9,37.9,37.0,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1545.02,78.89,18.4,37.8,37.0,36.9,36.9,36.9,37.9,37.0,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1560.02,78.61,18.4,37.8,37.0,36.9,37.0,37.0,37.9,37.0,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1575.02,78.57,18.4,37.8,37.0,37.0,37.0,37.0,37.9,37.0,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1590.02,78.56,18.4,37.8,37.0,37.0,37.0,37.0,37.9,37.0,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1605.02,78.55,18.4,37.8,37.0,37.0,37.0,37.0,37.9,37.0,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1620.02,78.49,18.4,37.9,37.0,37.0,37.0,37.0,37.9,37.0,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1635.02,78.47,18.4,37.9,37.0,37.0,37.0,37.0,37.9,37.1,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1650.02,78.4,18.4,37.9,37.0,37.0,37.0,37.0,37.9,37.1,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1665.02,78.34,18.4,37.9,37.0,37.0,37.0,37.0,37.9,37.1,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1680.02,78.31,18.52,37.9,37.0,37.0,37.0,37.0,37.9,37.1,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1695.02,78.28,18.52,37.9,37.0,37.0,37.0,37.0,37.9,37.1,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1710.02,78.32,18.52,37.9,37.0,37.0,37.0,37.0,37.9,37.1,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1725.02,78.35,18.52,37.9,37.0,37.0,37.0,37.0,37.9,37.1,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1740.02,78.37,18.52,37.9,37.0,37.0,37.0,37.0,37.9,37.1,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1755.02,78.42,18.52,37.9,37.0,37.0,37.0,37.0,37.9,37.1,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1770.02,78.42,18.4,37.9,37.0,37.0,37.0,37.0,38.0,37.1,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1785.02,78.43,18.4,37.9,37.1,37.0,37.0,37.0,38.0,37.1,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1800.02,78.44,18.29,37.9,37.1,37.0,37.0,37.0,38.0,37.1,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1815.02,78.39,18.29,37.9,37.1,37.0,37.0,37.0,38.0,37.1,37.2,0.0,0.0,0.0,0.8181818181818185,0.0,0.7959183673469385,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
