Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,BurnTemperature(degC),severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
735.02,55.03,19.11,37.3,36.7,36.5,36.5,36.5,36.6,37.7,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
750.02,55.01,19.11,37.3,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
765.02,54.99,19.11,37.3,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
780.02,54.96,19.11,37.3,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
795.02,54.93,19.11,37.3,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
810.02,54.91,19.11,37.3,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
825.02,54.87,19.11,37.3,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
840.02,54.83,19.23,37.4,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
855.02,54.8,19.23,37.4,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
870.02,54.78,19.35,37.4,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.80952381,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
885.02,54.77,19.35,37.4,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.80952381,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
900.02,54.79,19.35,37.4,36.6,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.80952381,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
915.02,54.81,19.35,37.4,36.6,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.80952381,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
930.02,54.83,19.35,37.4,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
945.02,54.84,19.23,37.4,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
960.02,54.86,19.23,37.4,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
975.02,54.87,19.23,37.4,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
990.02,54.87,19.11,37.4,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1005.02,54.85,19.11,37.4,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1020.02,54.84,19.11,37.4,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1035.02,54.83,18.99,37.4,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.770833333,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1050.02,54.81,18.99,37.4,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.770833333,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1065.02,54.77,18.99,37.4,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.770833333,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1080.02,54.74,18.99,37.5,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.770833333,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1095.02,54.72,18.99,37.5,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1110.02,54.7,18.99,37.5,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1125.02,54.68,19.11,37.5,36.7,36.5,36.5,36.5,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1140.02,54.66,19.11,37.5,36.7,36.5,36.6,36.6,36.6,37.6,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1155.02,54.65,19.11,37.5,36.7,36.6,36.6,36.6,36.6,37.7,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1170.02,54.63,19.11,37.5,36.7,36.6,36.6,36.6,36.6,37.7,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1185.02,54.61,19.11,37.5,36.7,36.6,36.6,36.6,36.6,37.7,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1200.02,54.58,19.11,37.5,36.7,36.6,36.6,36.6,36.6,37.7,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1215.02,54.54,19.11,37.5,36.7,36.6,36.6,36.6,36.6,37.7,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1230.02,54.39,19.11,37.5,36.7,36.6,36.6,36.6,36.6,37.7,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1245.02,54.29,19.23,37.5,36.7,36.6,36.6,36.6,36.6,37.7,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1260.02,54.28,19.23,37.5,36.7,36.6,36.6,36.6,36.7,37.7,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1275.02,54.25,19.23,37.5,36.7,36.6,36.6,36.6,36.7,37.7,36.8,0,0,0,0.785714286,0,0.791666667,36.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1290.02,54.23,19.35,37.5,36.7,36.6,36.6,36.6,36.7,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1305.02,54.23,19.35,37.5,36.7,36.6,36.6,36.6,36.7,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1320.02,54.25,19.35,37.5,36.7,36.6,36.6,36.6,36.7,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1335.02,54.27,19.35,37.5,36.7,36.6,36.6,36.6,36.7,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1350.02,54.28,19.23,37.5,36.7,36.6,36.6,36.6,36.7,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1365.02,54.28,19.23,37.5,36.7,36.6,36.6,36.6,36.7,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1380.02,54.28,19.11,37.6,36.7,36.6,36.6,36.6,36.7,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1395.02,54.29,19.11,37.6,36.7,36.6,36.6,36.6,36.7,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1410.02,54.28,19.11,37.6,36.7,36.6,36.6,36.6,36.7,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1425.02,54.26,19.11,37.6,36.7,36.6,36.6,36.6,36.7,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1440.02,54.25,18.99,37.6,36.7,36.6,36.6,36.6,36.7,37.7,36.9,0,0,0,0.785714286,0,0.770833333,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1455.02,54.24,18.99,37.6,36.7,36.6,36.7,36.7,36.7,37.7,36.9,0,0,0,0.785714286,0,0.770833333,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1470.02,54.22,18.99,37.6,36.7,36.7,36.7,36.7,36.7,37.7,36.9,0,0,0,0.785714286,0,0.770833333,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1485.02,54.2,18.99,37.6,36.7,36.7,36.7,36.7,36.7,37.7,36.9,0,0,0,0.785714286,0,0.770833333,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1500.02,54.18,18.99,37.6,36.7,36.7,36.7,36.7,36.7,37.7,36.9,0,0,0,0.785714286,0,0.770833333,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1515.02,54.15,18.99,37.6,36.7,36.7,36.7,36.7,36.7,37.7,36.9,0,0,0,0.785714286,0,0.770833333,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1530.02,54.13,18.99,37.6,36.7,36.7,36.7,36.7,36.7,37.7,36.9,0,0,0,0.785714286,0,0.770833333,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1545.02,54.1,18.99,37.6,36.8,36.7,36.7,36.7,36.7,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1560.02,54.08,19.11,37.6,36.8,36.7,36.7,36.7,36.7,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1575.02,54.07,19.11,37.6,36.8,36.7,36.7,36.7,36.7,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1590.02,54.06,19.11,37.6,36.8,36.7,36.7,36.7,36.7,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1605.02,54.04,19.11,37.6,36.8,36.7,36.7,36.7,36.8,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1620.02,54.02,19.11,37.6,36.8,36.7,36.7,36.7,36.8,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1635.02,54,19.11,37.6,36.8,36.7,36.7,36.7,36.8,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1650.02,54,19.11,37.6,36.8,36.7,36.7,36.7,36.8,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1665.02,53.97,19.11,37.6,36.8,36.7,36.7,36.7,36.8,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1680.02,53.94,19.11,37.6,36.8,36.7,36.7,36.7,36.8,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1695.02,53.9,19.23,37.6,36.8,36.7,36.7,36.7,36.8,37.7,36.9,0,0,0,0.785714286,0,0.791666667,36.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1710.02,53.87,19.23,37.6,36.8,36.7,36.7,36.7,36.8,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1725.02,53.85,19.23,37.6,36.8,36.7,36.7,36.7,36.8,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1740.02,53.83,19.23,37.7,36.8,36.7,36.7,36.7,36.8,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1755.02,53.8,19.35,37.7,36.8,36.7,36.7,36.7,36.8,37.7,37,0,0,0,0.80952381,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1770.02,53.8,19.35,37.7,36.8,36.8,36.8,36.8,36.8,37.7,37,0,0,0,0.80952381,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1785.02,53.82,19.35,37.7,36.8,36.8,36.8,36.8,36.8,37.7,37,0,0,0,0.80952381,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1800.02,53.84,19.35,37.7,36.8,36.8,36.8,36.8,36.8,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1815.02,53.87,19.35,37.7,36.8,36.8,36.8,36.8,36.8,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1830.02,53.89,19.23,37.7,36.8,36.8,36.8,36.8,36.8,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1845.02,53.88,19.23,37.7,36.8,36.8,36.8,36.8,36.8,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1860.02,53.88,19.23,37.7,36.8,36.8,36.8,36.8,36.8,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1875.02,53.88,19.11,37.7,36.8,36.8,36.8,36.8,36.8,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1890.02,53.88,19.11,37.7,36.8,36.8,36.8,36.8,36.8,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1905.02,53.87,19.11,37.7,36.8,36.8,36.8,36.8,36.8,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1920.02,53.86,19.11,37.7,36.8,36.8,36.8,36.8,36.8,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1935.02,53.85,19.11,37.7,36.8,36.8,36.8,36.8,36.9,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1950.02,53.85,18.99,37.7,36.8,36.8,36.8,36.8,36.9,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1965.02,53.83,18.99,37.7,36.9,36.8,36.8,36.8,36.9,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1980.02,53.8,18.99,37.7,36.9,36.8,36.8,36.8,36.9,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
1995.02,53.77,19.11,37.7,36.9,36.8,36.8,36.8,36.9,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
2010.02,53.76,19.11,37.7,36.9,36.8,36.8,36.8,36.9,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
2025.02,53.76,19.11,37.7,36.9,36.8,36.8,36.8,36.9,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
2040.02,53.73,19.11,37.7,36.9,36.8,36.8,36.8,36.9,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
2055.02,53.72,19.11,37.7,36.9,36.8,36.8,36.8,36.9,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
2070.02,53.71,19.11,37.7,36.9,36.8,36.8,36.8,36.9,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
2085.02,53.69,19.11,37.7,36.9,36.9,36.9,36.9,36.9,37.7,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
2100.02,53.69,19.11,37.7,36.9,36.9,36.9,36.9,36.9,37.8,37,0,0,0,0.785714286,0,0.791666667,37,absent,absent,normal,normal,normal,wound,normal,abnormal,open
